communities,Sc,order_interaction (with Sc),replicates,fraction_sugars_consumed
"Zb;Wa;Td;Ku;,woSc,4,1,0.720997836938436"
"Zb;Wa;Td;Ku;,woSc,4,2,0.686019073083779"
"Zb;Wa;Td;Ku;,woSc,4,3,0.664361319073084"
"Zb;Wa;Td;Ku;Sc5,wSc,4,1,0.887969550748752"
"Zb;Wa;Td;Ku;Sc5,wSc,4,2,0.890475401069519"
"Zb;Wa;Td;Ku;Sc5,wSc,4,3,0.878398752228164"
"Zb;Wa;Td;Ku;Sc8,wSc,4,1,0.888385524126456"
"Zb;Wa;Td;Ku;Sc8,wSc,4,2,0.924165240641711"
"Zb;Wa;Td;Ku;Sc8,wSc,4,3,0.925546702317291"
"Zb;Wa;Td;Lt;,woSc,4,1,0.926571880199667"
"Zb;Wa;Td;Lt;,woSc,4,2,0.926304278074866"
"Zb;Wa;Td;Lt;,woSc,4,3,0.937266844919786"
"Zb;Wa;Td;Lt;Sc5,wSc,4,1,0.951613477537438"
"Zb;Wa;Td;Lt;Sc5,wSc,4,2,0.957988770053476"
"Zb;Wa;Td;Lt;Sc5,wSc,4,3,0.952150980392157"
"Zb;Wa;Td;Lt;Sc8,wSc,4,1,0.92690465890183"
"Zb;Wa;Td;Lt;Sc8,wSc,4,2,0.960216934046346"
"Zb;Wa;Td;Lt;Sc8,wSc,4,3,0.958612655971479"
"Zb;Wa;Td;Mp;,woSc,4,1,0.630024459234609"
"Zb;Wa;Td;Mp;,woSc,4,2,0.615386274509804"
"Zb;Wa;Td;Mp;,woSc,4,3,0.582364884135472"
"Zb;Wa;Td;Mp;Sc5,wSc,4,1,0.844167554076539"
"Zb;Wa;Td;Mp;Sc5,wSc,4,2,0.854691087344029"
"Zb;Wa;Td;Mp;Sc5,wSc,4,3,0.826170588235294"
"Zb;Wa;Td;Mp;Sc8,wSc,4,1,0.840673377703827"
"Zb;Wa;Td;Mp;Sc8,wSc,4,2,0.902552049910873"
"Zb;Wa;Td;Mp;Sc8,wSc,4,3,0.893817647058823"
"Zb;Wa;Td;Pk;,woSc,4,1,0.617586855241265"
"Zb;Wa;Td;Pk;,woSc,4,2,0.586732085561497"
"Zb;Wa;Td;Pk;,woSc,4,3,0.5997"
"Zb;Wa;Td;Pk;Sc5,wSc,4,1,0.900531946755408"
"Zb;Wa;Td;Pk;Sc5,wSc,4,2,0.857142067736185"
"Zb;Wa;Td;Pk;Sc5,wSc,4,3,0.829824777183601"
"Zb;Wa;Td;Pk;Sc8,wSc,4,1,0.806355574043261"
"Zb;Wa;Td;Pk;Sc8,wSc,4,2,0.854780213903743"
"Zb;Wa;Td;Pk;Sc8,wSc,4,3,0.854468270944741"
"Zb;Wa;Td;Sc5,wSc,3,1,0.94208768718802"
"Zb;Wa;Td;Sc5,wSc,3,2,0.95602798573975"
"Zb;Wa;Td;Sc5,wSc,3,3,0.943862210338681"
"Zb;Wa;Td;Sc8,wSc,3,1,0.921122628951747"
"Zb;Wa;Td;Sc8,wSc,3,2,0.955270409982175"
"Zb;Wa;Td;Sc8,wSc,3,3,0.951215151515152"
"Zb;Wa;Td;Sp;,woSc,4,1,0.79321081530782"
"Zb;Wa;Td;Sp;,woSc,4,2,0.774833689839572"
"Zb;Wa;Td;Sp;,woSc,4,3,0.780760606060606"
"Zb;Wa;Td;Sp;Sc5,wSc,4,1,0.945457071547421"
"Zb;Wa;Td;Sp;Sc5,wSc,4,2,0.957632263814617"
"Zb;Wa;Td;Sp;Sc5,wSc,4,3,0.949254367201426"
"Zb;Wa;Td;Sp;Sc8,wSc,4,1,0.925989517470882"
"Zb;Wa;Td;Sp;Sc8,wSc,4,2,0.959593048128342"
"Zb;Wa;Td;Sp;Sc8,wSc,4,3,0.956785561497326"
"Zb;Wa;Td;Td;,woSc,4,1,0.72361846921797"
"Zb;Wa;Td;Td;,woSc,4,2,0.701126024955437"
"Zb;Wa;Td;Td;,woSc,4,3,0.745288235294118"
"Zb;Wa;Td;Td;Sc5,wSc,4,1,0.901571880199667"
"Zb;Wa;Td;Td;Sc5,wSc,4,2,0.890297147950089"
"Zb;Wa;Td;Td;Sc5,wSc,4,3,0.86373743315508"
"Zb;Wa;Td;Td;Sc8,wSc,4,1,0.851571880199667"
"Zb;Wa;Td;Td;Sc8,wSc,4,2,0.903443315508021"
"Zb;Wa;Td;Td;Sc8,wSc,4,3,0.896001247771836"
"Zb;Wa;Td;Wa;,woSc,4,1,0.639633444259567"
"Zb;Wa;Td;Wa;,woSc,4,2,0.580671479500891"
"Zb;Wa;Td;Wa;,woSc,4,3,0.582097504456328"
"Zb;Wa;Td;Wa;Sc5,wSc,4,1,0.866546921797005"
"Zb;Wa;Td;Wa;Sc5,wSc,4,2,0.894085026737968"
"Zb;Wa;Td;Wa;Sc5,wSc,4,3,0.882587700534759"
"Zb;Wa;Td;Wa;Sc8,wSc,4,1,0.899575207986689"
"Zb;Wa;Td;Wa;Sc8,wSc,4,2,0.927061853832442"
"Zb;Wa;Td;Wa;Sc8,wSc,4,3,0.926839037433155"
"Zb;Wa;Td;Zb;,woSc,4,1,0.719042762063228"
"Zb;Wa;Td;Zb;,woSc,4,2,0.718416577540107"
"Zb;Wa;Td;Zb;,woSc,4,3,0.730626916221034"
"Zb;Wa;Td;Zb;Sc5,wSc,4,1,0.945748252911814"
"Zb;Wa;Td;Zb;Sc5,wSc,4,2,0.959503921568628"
"Zb;Wa;Td;Zb;Sc5,wSc,4,3,0.951259714795009"
"Zb;Wa;Td;Zb;Sc8,wSc,4,1,0.926571880199667"
"Zb;Wa;Td;Zb;Sc8,wSc,4,2,0.961954901960784"
"Zb;Wa;Td;Zb;Sc8,wSc,4,3,0.958300713012478"
"Lt;Wa;Mp;Pk;,woSc,4,1,0.712012811980033"
"Lt;Wa;Mp;Pk;,woSc,4,2,0.73445935828877"
"Lt;Wa;Mp;Pk;,woSc,4,3,0.718104634581105"
"Lt;Wa;Mp;Pk;Ap;,woSc,5,1,0.693294009983361"
"Lt;Wa;Mp;Pk;Ap;,woSc,5,2,0.691544919786096"
"Lt;Wa;Mp;Pk;Ap;,woSc,5,3,0.675457575757576"
"Lt;Wa;Mp;Pk;Ap;Sc5,wSc,5,1,0.820956239600665"
"Lt;Wa;Mp;Pk;Ap;Sc5,wSc,5,2,0.825413012477718"
"Lt;Wa;Mp;Pk;Ap;Sc5,wSc,5,3,0.796892513368984"
"Lt;Wa;Mp;Pk;Ap;Sc8,wSc,5,1,0.804941264559068"
"Lt;Wa;Mp;Pk;Ap;Sc8,wSc,5,2,0.861464705882353"
"Lt;Wa;Mp;Pk;Ap;Sc8,wSc,5,3,0.840074331550802"
"Lt;Wa;Mp;Pk;Hop;,woSc,5,1,0.567961231281198"
"Lt;Wa;Mp;Pk;Hop;,woSc,5,2,0.585261497326203"
"Lt;Wa;Mp;Pk;Hop;,woSc,5,3,0.563781996434938"
"Lt;Wa;Mp;Pk;Hop;Sc5,wSc,5,1,0.770706655574043"
"Lt;Wa;Mp;Pk;Hop;Sc5,wSc,5,2,0.780849732620321"
"Lt;Wa;Mp;Pk;Hop;Sc5,wSc,5,3,0.795065418894831"
"Lt;Wa;Mp;Pk;Hop;Sc8,wSc,5,1,0.769375540765391"
"Lt;Wa;Mp;Pk;Hop;Sc8,wSc,5,2,0.839361319073084"
"Lt;Wa;Mp;Pk;Hop;Sc8,wSc,5,3,0.830047593582888"
"Lt;Wa;Mp;Pk;Ku;,woSc,5,1,0.681313976705491"
"Lt;Wa;Mp;Pk;Ku;,woSc,5,2,0.692525311942959"
"Lt;Wa;Mp;Pk;Ku;,woSc,5,3,0.673764171122995"
"Lt;Wa;Mp;Pk;Ku;Sc5,wSc,5,1,0.803651747088186"
"Lt;Wa;Mp;Pk;Ku;Sc5,wSc,5,2,0.815163458110517"
"Lt;Wa;Mp;Pk;Ku;Sc5,wSc,5,3,0.779824777183601"
"Lt;Wa;Mp;Pk;Ku;Sc8,wSc,5,1,0.790299001663894"
"Lt;Wa;Mp;Pk;Ku;Sc8,wSc,5,2,0.881117112299465"
"Lt;Wa;Mp;Pk;Ku;Sc8,wSc,5,3,0.827685739750446"
"Lt;Wa;Mp;Pk;Lt;,woSc,5,1,0.754899667221298"
"Lt;Wa;Mp;Pk;Lt;,woSc,5,2,0.75518128342246"
"Lt;Wa;Mp;Pk;Lt;,woSc,5,3,0.79765008912656"
"Lt;Wa;Mp;Pk;Lt;Sc5,wSc,5,1,0.899991181364393"
"Lt;Wa;Mp;Pk;Lt;Sc5,wSc,5,2,0.872338146167558"
"Lt;Wa;Mp;Pk;Lt;Sc5,wSc,5,3,0.880716042780749"
"Lt;Wa;Mp;Pk;Lt;Sc8,wSc,5,1,0.860723294509151"
"Lt;Wa;Mp;Pk;Lt;Sc8,wSc,5,2,0.908389839572193"
"Lt;Wa;Mp;Pk;Lt;Sc8,wSc,5,3,0.925858645276292"
"Lt;Wa;Mp;Pk;Mp;,woSc,5,1,0.620498668885191"
"Lt;Wa;Mp;Pk;Mp;,woSc,5,2,0.627507486631016"
"Lt;Wa;Mp;Pk;Mp;,woSc,5,3,0.595154545454545"
"Lt;Wa;Mp;Pk;Mp;Sc5,wSc,5,1,0.796164226289517"
"Lt;Wa;Mp;Pk;Mp;Sc5,wSc,5,2,0.74952174688057"
"Lt;Wa;Mp;Pk;Mp;Sc5,wSc,5,3,0.71253422459893"
"Lt;Wa;Mp;Pk;Mp;Sc8,wSc,5,1,0.738759900166389"
"Lt;Wa;Mp;Pk;Mp;Sc8,wSc,5,2,0.828265062388592"
"Lt;Wa;Mp;Pk;Mp;Sc8,wSc,5,3,0.792035115864528"
"Lt;Wa;Mp;Pk;Pk;,woSc,5,1,0.621039434276206"
"Lt;Wa;Mp;Pk;Pk;,woSc,5,2,0.616366666666667"
"Lt;Wa;Mp;Pk;Pk;,woSc,5,3,0.62349679144385"
"Lt;Wa;Mp;Pk;Pk;Sc5,wSc,5,1,0.838510316139767"
"Lt;Wa;Mp;Pk;Pk;Sc5,wSc,5,2,0.812133155080214"
"Lt;Wa;Mp;Pk;Pk;Sc5,wSc,5,3,0.77162513368984"
"Lt;Wa;Mp;Pk;Pk;Sc8,wSc,5,1,0.735432113144759"
"Lt;Wa;Mp;Pk;Pk;Sc8,wSc,5,2,0.797605525846702"
"Lt;Wa;Mp;Pk;Pk;Sc8,wSc,5,3,0.793817647058824"
"Lt;Wa;Mp;Pk;Sc5,wSc,4,1,0.926197504159734"
"Lt;Wa;Mp;Pk;Sc5,wSc,4,2,0.893550267379679"
"Lt;Wa;Mp;Pk;Sc5,wSc,4,3,0.868906773618538"
"Lt;Wa;Mp;Pk;Sc8,wSc,4,1,0.880773211314476"
"Lt;Wa;Mp;Pk;Sc8,wSc,4,2,0.906830124777184"
"Lt;Wa;Mp;Pk;Sc8,wSc,4,3,0.886910338680927"
"Lt;Wa;Mp;Pk;Sp;,woSc,5,1,0.776447088186356"
"Lt;Wa;Mp;Pk;Sp;,woSc,5,2,0.769129590017825"
"Lt;Wa;Mp;Pk;Sp;,woSc,5,3,0.779290017825312"
"Lt;Wa;Mp;Pk;Sp;Sc5,wSc,5,1,0.891297337770383"
"Lt;Wa;Mp;Pk;Sp;Sc5,wSc,5,2,0.901215151515152"
"Lt;Wa;Mp;Pk;Sp;Sc5,wSc,5,3,0.882364884135472"
"Lt;Wa;Mp;Pk;Sp;Sc8,wSc,5,1,0.864758236272879"
"Lt;Wa;Mp;Pk;Sp;Sc8,wSc,5,2,0.906027985739751"
"Lt;Wa;Mp;Pk;Sp;Sc8,wSc,5,3,0.903265062388592"
"Lt;Wa;Mp;Pk;Td;,woSc,5,1,0.697453743760399"
"Lt;Wa;Mp;Pk;Td;,woSc,5,2,0.721937076648841"
"Lt;Wa;Mp;Pk;Td;,woSc,5,3,0.727150980392157"
"Lt;Wa;Mp;Pk;Td;Sc5,wSc,5,1,0.838260732113145"
"Lt;Wa;Mp;Pk;Td;Sc5,wSc,5,2,0.815876470588235"
"Lt;Wa;Mp;Pk;Td;Sc5,wSc,5,3,0.769486096256684"
"Lt;Wa;Mp;Pk;Td;Sc8,wSc,5,1,0.764217470881864"
"Lt;Wa;Mp;Pk;Td;Sc8,wSc,5,2,0.850502139037433"
"Lt;Wa;Mp;Pk;Td;Sc8,wSc,5,3,0.822962032085562"
"Lt;Wa;Mp;Pk;Wa;,woSc,5,1,0.598951247920133"
"Lt;Wa;Mp;Pk;Wa;,woSc,5,2,0.566723172905526"
"Lt;Wa;Mp;Pk;Wa;,woSc,5,3,0.561999465240642"
"Lt;Wa;Mp;Pk;Wa;Sc5,wSc,5,1,0.776571880199667"
"Lt;Wa;Mp;Pk;Wa;Sc5,wSc,5,2,0.813024420677362"
"Lt;Wa;Mp;Pk;Wa;Sc5,wSc,5,3,0.779200891265597"
"Lt;Wa;Mp;Pk;Wa;Sc8,wSc,5,1,0.772037770382695"
"Lt;Wa;Mp;Pk;Wa;Sc8,wSc,5,2,0.847159893048128"
"Lt;Wa;Mp;Pk;Wa;Sc8,wSc,5,3,0.849789126559715"
"Lt;Wa;Mp;Pk;Zb;,woSc,5,1,0.673202495840266"
"Lt;Wa;Mp;Pk;Zb;,woSc,5,2,0.691544919786096"
"Lt;Wa;Mp;Pk;Zb;,woSc,5,3,0.681963814616756"
"Lt;Wa;Mp;Pk;Zb;Sc5,wSc,5,1,0.861388851913478"
"Lt;Wa;Mp;Pk;Zb;Sc5,wSc,5,2,0.890252584670232"
"Lt;Wa;Mp;Pk;Zb;Sc5,wSc,5,3,0.877106417112299"
"Lt;Wa;Mp;Pk;Zb;Sc8,wSc,5,1,0.860265723793677"
"Lt;Wa;Mp;Pk;Zb;Sc8,wSc,5,2,0.910929946524064"
"Lt;Wa;Mp;Pk;Zb;Sc8,wSc,5,3,0.906696434937611"
Sc5,wSc,0,2,0.955938859180036
Sc5,wSc,0,3,0.938559180035651
Sc8,wSc,0,1,0.917586855241265
Sc8,wSc,0,2,0.951259714795009
Sc8,wSc,0,3,0.950056506238859
"Hop;Wa;Ap;Mp;Td;,woSc,5,1,0.403526955074875"
"Hop;Wa;Ap;Mp;Td;,woSc,5,2,0.461063636363636"
"Hop;Wa;Ap;Mp;Td;,woSc,5,3,0.442079679144385"
"Hop;Wa;Ap;Mp;Td;Ap;,woSc,6,1,0.449783194675541"
"Hop;Wa;Ap;Mp;Td;Ap;,woSc,6,2,0.483345276292335"
"Hop;Wa;Ap;Mp;Td;Ap;,woSc,6,3,0.559370231729055"
"Hop;Wa;Ap;Mp;Td;Ap;Sc5,wSc,6,1,0.709267387687188"
"Hop;Wa;Ap;Mp;Td;Ap;Sc5,wSc,6,2,0.737445098039216"
"Hop;Wa;Ap;Mp;Td;Ap;Sc5,wSc,6,3,0.700635828877005"
"Hop;Wa;Ap;Mp;Td;Ap;Sc8,wSc,6,1,0.714175873544093"
"Hop;Wa;Ap;Mp;Td;Ap;Sc8,wSc,6,2,0.820199108734403"
"Hop;Wa;Ap;Mp;Td;Ap;Sc8,wSc,6,3,0.791411229946524"
"Hop;Wa;Ap;Mp;Td;Hop;,woSc,6,1,0.438593510815308"
"Hop;Wa;Ap;Mp;Td;Hop;,woSc,6,2,0.494263279857397"
"Hop;Wa;Ap;Mp;Td;Hop;,woSc,6,3,0.450190196078431"
"Hop;Wa;Ap;Mp;Td;Hop;Sc5,wSc,6,1,0.577528618968386"
"Hop;Wa;Ap;Mp;Td;Hop;Sc5,wSc,6,2,0.645689304812834"
"Hop;Wa;Ap;Mp;Td;Hop;Sc5,wSc,6,3,0.572872905525847"
"Hop;Wa;Ap;Mp;Td;Hop;Sc8,wSc,6,1,0.589051081530782"
"Hop;Wa;Ap;Mp;Td;Hop;Sc8,wSc,6,2,0.732320320855615"
"Hop;Wa;Ap;Mp;Td;Hop;Sc8,wSc,6,3,0.682052941176471"
"Hop;Wa;Ap;Mp;Td;Ku;,woSc,6,1,0.252403826955075"
"Hop;Wa;Ap;Mp;Td;Ku;,woSc,6,2,0.350190196078431"
"Hop;Wa;Ap;Mp;Td;Ku;,woSc,6,3,0.346491443850267"
"Hop;Wa;Ap;Mp;Td;Ku;Sc5,wSc,6,1,0.726613477537438"
"Hop;Wa;Ap;Mp;Td;Ku;Sc5,wSc,6,2,0.740341711229947"
"Hop;Wa;Ap;Mp;Td;Ku;Sc5,wSc,6,3,0.706072549019608"
"Hop;Wa;Ap;Mp;Td;Ku;Sc8,wSc,6,1,0.723493677204659"
"Hop;Wa;Ap;Mp;Td;Ku;Sc8,wSc,6,2,0.812757040998218"
"Hop;Wa;Ap;Mp;Td;Ku;Sc8,wSc,6,3,0.799343493761141"
"Hop;Wa;Ap;Mp;Td;Lt;,woSc,6,1,0.486430449251248"
"Hop;Wa;Ap;Mp;Td;Lt;,woSc,6,2,0.563113547237077"
"Hop;Wa;Ap;Mp;Td;Lt;,woSc,6,3,0.50825614973262"
"Hop;Wa;Ap;Mp;Td;Lt;Sc5,wSc,6,1,0.718834775374376"
"Hop;Wa;Ap;Mp;Td;Lt;Sc5,wSc,6,2,0.789628698752228"
"Hop;Wa;Ap;Mp;Td;Lt;Sc5,wSc,6,3,0.782052941176471"
"Hop;Wa;Ap;Mp;Td;Lt;Sc8,wSc,6,1,0.775989517470882"
"Hop;Wa;Ap;Mp;Td;Lt;Sc8,wSc,6,2,0.859058288770054"
"Hop;Wa;Ap;Mp;Td;Lt;Sc8,wSc,6,3,0.896357754010695"
"Hop;Wa;Ap;Mp;Td;Mp;,woSc,6,1,0.552695008319468"
"Hop;Wa;Ap;Mp;Td;Mp;,woSc,6,2,0.54319376114082"
"Hop;Wa;Ap;Mp;Td;Mp;,woSc,6,3,0.629780213903743"
"Hop;Wa;Ap;Mp;Td;Mp;Sc5,wSc,6,1,0.750490349417637"
"Hop;Wa;Ap;Mp;Td;Mp;Sc5,wSc,6,2,0.737935294117647"
"Hop;Wa;Ap;Mp;Td;Mp;Sc5,wSc,6,3,0.713291800356506"
"Hop;Wa;Ap;Mp;Td;Mp;Sc8,wSc,6,1,0.719375540765391"
"Hop;Wa;Ap;Mp;Td;Mp;Sc8,wSc,6,2,0.819129590017825"
"Hop;Wa;Ap;Mp;Td;Mp;Sc8,wSc,6,3,0.779557397504456"
"Hop;Wa;Ap;Mp;Td;Pk;,woSc,6,1,0.457104326123128"
"Hop;Wa;Ap;Mp;Td;Pk;,woSc,6,2,0.484325668449198"
"Hop;Wa;Ap;Mp;Td;Pk;,woSc,6,3,0.438425490196078"
"Hop;Wa;Ap;Mp;Td;Pk;Sc5,wSc,6,1,0.70406772046589"
"Hop;Wa;Ap;Mp;Td;Pk;Sc5,wSc,6,2,0.685885383244207"
"Hop;Wa;Ap;Mp;Td;Pk;Sc5,wSc,6,3,0.677462923351159"
"Hop;Wa;Ap;Mp;Td;Pk;Sc8,wSc,6,1,0.688718302828619"
"Hop;Wa;Ap;Mp;Td;Pk;Sc8,wSc,6,2,0.752997682709447"
"Hop;Wa;Ap;Mp;Td;Pk;Sc8,wSc,6,3,0.758657219251337"
"Hop;Wa;Ap;Mp;Td;Sc5,wSc,5,1,0.830357237936772"
"Hop;Wa;Ap;Mp;Td;Sc5,wSc,5,2,0.79319376114082"
"Hop;Wa;Ap;Mp;Td;Sc5,wSc,5,3,0.802462923351159"
"Hop;Wa;Ap;Mp;Td;Sc8,wSc,5,1,0.809267387687188"
"Hop;Wa;Ap;Mp;Td;Sc8,wSc,5,2,0.888247237076649"
"Hop;Wa;Ap;Mp;Td;Sc8,wSc,5,3,0.867347058823529"
"Hop;Wa;Ap;Mp;Td;Sp;,woSc,6,1,0.593751580698835"
"Hop;Wa;Ap;Mp;Td;Sp;,woSc,6,2,0.591099286987522"
"Hop;Wa;Ap;Mp;Td;Sp;,woSc,6,3,0.573229411764706"
"Hop;Wa;Ap;Mp;Td;Sp;Sc5,wSc,6,1,0.819417138103161"
"Hop;Wa;Ap;Mp;Td;Sp;Sc5,wSc,6,2,0.844263279857397"
"Hop;Wa;Ap;Mp;Td;Sp;Sc5,wSc,6,3,0.823140285204991"
"Hop;Wa;Ap;Mp;Td;Sp;Sc8,wSc,6,1,0.817004492512479"
"Hop;Wa;Ap;Mp;Td;Sp;Sc8,wSc,6,2,0.864049376114082"
"Hop;Wa;Ap;Mp;Td;Sp;Sc8,wSc,6,3,0.871134937611408"
"Hop;Wa;Ap;Mp;Td;Td;,woSc,6,1,0.494541930116473"
"Hop;Wa;Ap;Mp;Td;Td;,woSc,6,2,0.592837254901961"
"Hop;Wa;Ap;Mp;Td;Td;,woSc,6,3,0.518817647058823"
"Hop;Wa;Ap;Mp;Td;Td;Sc5,wSc,6,1,0.755066056572379"
"Hop;Wa;Ap;Mp;Td;Td;Sc5,wSc,6,2,0.77144688057041"
"Hop;Wa;Ap;Mp;Td;Td;Sc5,wSc,6,3,0.743550267379679"
"Hop;Wa;Ap;Mp;Td;Td;Sc8,wSc,6,1,0.717670049916805"
"Hop;Wa;Ap;Mp;Td;Td;Sc8,wSc,6,2,0.819085026737968"
"Hop;Wa;Ap;Mp;Td;Td;Sc8,wSc,6,3,0.810261497326203"
"Hop;Wa;Ap;Mp;Td;Wa;,woSc,6,1,0.463385524126456"
"Hop;Wa;Ap;Mp;Td;Wa;,woSc,6,2,0.473318538324421"
"Hop;Wa;Ap;Mp;Td;Wa;,woSc,6,3,0.473942424242424"
"Hop;Wa;Ap;Mp;Td;Wa;Sc5,wSc,6,1,0.694084359400998"
"Hop;Wa;Ap;Mp;Td;Wa;Sc5,wSc,6,2,0.744530659536542"
"Hop;Wa;Ap;Mp;Td;Wa;Sc5,wSc,6,3,0.707855080213904"
"Hop;Wa;Ap;Mp;Td;Wa;Sc8,wSc,6,1,0.722911314475873"
"Hop;Wa;Ap;Mp;Td;Wa;Sc8,wSc,6,2,0.829824777183601"
"Hop;Wa;Ap;Mp;Td;Wa;Sc8,wSc,6,3,0.785395187165775"
"Hop;Wa;Ap;Mp;Td;Zb;,woSc,6,1,0.420290682196339"
"Hop;Wa;Ap;Mp;Td;Zb;,woSc,6,2,0.500145632798574"
"Hop;Wa;Ap;Mp;Td;Zb;,woSc,6,3,0.494798039215686"
"Hop;Wa;Ap;Mp;Td;Zb;Sc5,wSc,6,1,0.760681697171381"
"Hop;Wa;Ap;Mp;Td;Zb;Sc5,wSc,6,2,0.798942424242424"
"Hop;Wa;Ap;Mp;Td;Zb;Sc5,wSc,6,3,0.775947771836007"
"Hop;Wa;Ap;Mp;Td;Zb;Sc8,wSc,6,1,0.784974542429285"
"Hop;Wa;Ap;Mp;Td;Zb;Sc8,wSc,6,2,0.883345276292335"
"Hop;Wa;Ap;Mp;Td;Zb;Sc8,wSc,6,3,0.853621568627451"
Sc5,wSc,0,2,0.959414795008913
Sc5,wSc,0,3,0.952641176470588
Sc8,wSc,0,1,0.922828119800333
Sc8,wSc,0,2,0.959949554367201
Sc8,wSc,0,3,0.959860427807487
"Ap;Ap,woSc,1,1,0.359917551"
"Ap;Mp,woSc,1,1,0.196889638318671"
"Ap;Pk,woSc,1,1,0.341855425219941"
"Ap;Td,woSc,1,1,0.518052883675464"
"Hop;Ap,woSc,1,1,0.504074389051808"
"Hop;Hop,woSc,1,1,0.2602600755"
"Hop;Ku,woSc,1,1,0.475921896383187"
"Hop;Mp,woSc,1,1,0.202168230694037"
"Hop;Pk,woSc,1,1,0.438727370478983"
"Hop;Sp,woSc,1,1,0.728512316715543"
"Hop;Td,woSc,1,1,0.671083186705767"
"Hop;Wa,woSc,1,1,0.336430205278592"
"Hop;Zb,woSc,1,1,0.623184848484848"
"Ku;Ap,woSc,1,1,0.53955826001955"
"Ku;Ku,woSc,1,1,0.410528705"
"Ku;Mp,woSc,1,1,0.122011827956989"
"Ku;Pk,woSc,1,1,0.136625708699902"
"Ku;Td,woSc,1,1,0.483057771260997"
"Lt;Ap,woSc,1,1,0.929049951124145"
"Lt;Hop,woSc,1,1,0.72842"
"Lt;Ku,woSc,1,1,0.720007917888563"
"Lt;Lt,woSc,1,1,0.9542409345"
"Lt;Mp,woSc,1,1,0.595032355816227"
"Lt;Pk,woSc,1,1,0.761552394916911"
"Lt;Sp,woSc,1,1,0.9747"
"Lt;Td,woSc,1,1,0.884817302052786"
"Lt;Wa,woSc,1,1,0.9747"
"Lt;Zb,woSc,1,1,0.9747"
"Mp;Mp,woSc,1,1,0.273985892"
"Mp;Pk,woSc,1,1,0.240486901270772"
"Mp;Td,woSc,1,1,0.585208308895406"
"Pk;Pk,woSc,1,1,0.2565938965"
"Sp;Ap,woSc,1,1,0.902803616813294"
"Sp;Ku,woSc,1,1,0.373525"
"Sp;Mp,woSc,1,1,0.46295"
"Sp;Pk,woSc,1,1,0.586873"
"Sp;Sp,woSc,1,1,0.952139588"
"Sp;Td,woSc,1,1,0.628121309872923"
"Td;Pk,woSc,1,1,0.265022580645161"
"Td;Td,woSc,1,1,0.8275342115"
"Wa;Ap,woSc,1,1,0.202705865102639"
"Wa;Ku,woSc,1,1,0.234768426197458"
"Wa;Mp,woSc,1,1,0.17391798631476"
"Wa;Pk,woSc,1,1,0.151826099706745"
"Wa;Sp,woSc,1,1,1"
"Wa;Td,woSc,1,1,0.321816324535679"
"Wa;Wa,woSc,1,1,0.285073848"
"Zb;Ap,woSc,1,1,0.360623753665689"
"Zb;Ku,woSc,1,1,0.590633528836755"
"Zb;Mp,woSc,1,1,0.300506451612903"
"Zb;Pk,woSc,1,1,0.293468328445748"
"Zb;Sp,woSc,1,1,0.904025513196481"
"Zb;Td,woSc,1,1,0.643712707722385"
"Zb;Wa,woSc,1,1,0.319568035190616"
"Zb;Zb,woSc,1,1,0.4052082745"
"Ap;Ap,woSc,1,2,0.3151633415"
"Ap;Mp,woSc,1,2,0.135208308895405"
"Ap;Pk,woSc,1,2,0.416195601173021"
"Ap;Td,woSc,1,2,0.521083186705767"
"Hop;Ap,woSc,1,2,0.585159433040078"
"Hop;Hop,woSc,1,2,0.5930775935"
"Hop;Ku,woSc,1,2,0.391855425219941"
"Hop;Mp,woSc,1,2,0.316293352883675"
"Hop;Pk,woSc,1,2,0.466733235581623"
"Hop;Sp,woSc,1,2,0.677730303030303"
"Hop;Td,woSc,1,2,0.734670674486804"
"Hop;Wa,woSc,1,2,0.21370293255132"
"Hop;Zb,woSc,1,2,0.569323655913978"
"Ku;Ap,woSc,1,2,0.395374486803519"
"Ku;Ku,woSc,1,2,0.646505446"
"Ku;Mp,woSc,1,2,0.196303128054741"
"Ku;Pk,woSc,1,2,0.185452688172043"
"Ku;Td,woSc,1,2,0.531444868035191"
"Lt;Ap,woSc,1,2,0.882373509286412"
"Lt;Hop,woSc,1,2,0.778219061583578"
"Lt;Ku,woSc,1,2,0.760477126099707"
"Lt;Lt,woSc,1,2,0.9547774485"
"Lt;Mp,woSc,1,2,0.623331476050831"
"Lt;Pk,woSc,1,2,0.757055816226784"
"Lt;Sp,woSc,1,2,0.953439002932551"
"Lt;Td,woSc,1,2,0.892344183773216"
"Lt;Wa,woSc,1,2,0.968052883675464"
"Lt;Zb,woSc,1,2,0.9747"
"Mp;Mp,woSc,1,2,0.4889044585"
"Mp;Pk,woSc,1,2,0.32142531769306"
"Mp;Td,woSc,1,2,0.5247"
"Pk;Pk,woSc,1,2,0.313151414"
"Sp;Ap,woSc,1,2,0.848209286412512"
"Sp;Ku,woSc,1,2,0.345276735092864"
"Sp;Mp,woSc,1,2,0.428414565004887"
"Sp;Pk,woSc,1,2,0.526752785923754"
"Sp;Sp,woSc,1,2,0.9529890685"
"Sp;Td,woSc,1,2,0.701386217008798"
"Td;Pk,woSc,1,2,0.440389149560117"
"Td;Td,woSc,1,2,0.8652690295"
"Wa;Ap,woSc,1,2,0.138629618768328"
"Wa;Ku,woSc,1,2,0.313996187683284"
