communities,Sc,order_interaction (with Sc),replicates,fraction_sugars_consumed
"Hop;Zb;Wa;Sp;Pk;Sc8,wSc,5,2,0.8587"
"Hop;Zb;Wa;Sp;Pk;Sc8,wSc,5,3,0.842104255319149"
"Hop;Zb;Wa;Sp;Pk;Sp;,woSc,6,1,0.843917970049917"
"Hop;Zb;Wa;Sp;Pk;Sp;,woSc,6,2,0.837551063829787"
"Hop;Zb;Wa;Sp;Pk;Sp;,woSc,6,3,0.846614893617021"
"Hop;Zb;Wa;Sp;Pk;Sp;Sc5,wSc,6,1,0.841463727121464"
"Hop;Zb;Wa;Sp;Pk;Sp;Sc5,wSc,6,2,0.775891489361702"
"Hop;Zb;Wa;Sp;Pk;Sp;Sc5,wSc,6,3,0.756997872340426"
"Hop;Zb;Wa;Sp;Pk;Sp;Sc8,wSc,6,1,0.868501996672213"
"Hop;Zb;Wa;Sp;Pk;Sp;Sc8,wSc,6,2,0.863253191489362"
"Hop;Zb;Wa;Sp;Pk;Sp;Sc8,wSc,6,3,0.882402127659574"
"Hop;Zb;Wa;Sp;Pk;Td;,woSc,6,1,0.758061064891847"
"Hop;Zb;Wa;Sp;Pk;Td;,woSc,6,2,0.72933829787234"
"Hop;Zb;Wa;Sp;Pk;Td;,woSc,6,3,0.771082978723404"
"Hop;Zb;Wa;Sp;Pk;Td;Sc5,wSc,6,1,0.828984525790349"
"Hop;Zb;Wa;Sp;Pk;Td;Sc5,wSc,6,2,0.789210638297872"
"Hop;Zb;Wa;Sp;Pk;Td;Sc5,wSc,6,3,0.761295744680851"
"Hop;Zb;Wa;Sp;Pk;Td;Sc8,wSc,6,1,0.814467054908486"
"Hop;Zb;Wa;Sp;Pk;Td;Sc8,wSc,6,2,0.834955319148936"
"Hop;Zb;Wa;Sp;Pk;Td;Sc8,wSc,6,3,0.815253191489362"
"Hop;Zb;Wa;Sp;Pk;Wa;,woSc,6,1,0.717004492512479"
"Hop;Zb;Wa;Sp;Pk;Wa;,woSc,6,2,0.668444680851064"
"Hop;Zb;Wa;Sp;Pk;Wa;,woSc,6,3,0.698827659574468"
"Hop;Zb;Wa;Sp;Pk;Wa;Sc5,wSc,6,1,0.812137603993344"
"Hop;Zb;Wa;Sp;Pk;Wa;Sc5,wSc,6,2,0.731423404255319"
"Hop;Zb;Wa;Sp;Pk;Wa;Sc5,wSc,6,3,0.74406170212766"
"Hop;Zb;Wa;Sp;Pk;Wa;Sc8,wSc,6,1,0.839425457570715"
"Hop;Zb;Wa;Sp;Pk;Wa;Sc8,wSc,6,2,0.813423404255319"
"Hop;Zb;Wa;Sp;Pk;Wa;Sc8,wSc,6,3,0.857551063829787"
"Hop;Zb;Wa;Sp;Pk;Zb;,woSc,6,1,0.754566888519135"
"Hop;Zb;Wa;Sp;Pk;Zb;,woSc,6,2,0.737253191489362"
"Hop;Zb;Wa;Sp;Pk;Zb;,woSc,6,3,0.773210638297872"
"Hop;Zb;Wa;Sp;Pk;Zb;Sc5,wSc,6,1,0.869001164725458"
"Hop;Zb;Wa;Sp;Pk;Zb;Sc5,wSc,6,2,0.762529787234043"
"Hop;Zb;Wa;Sp;Pk;Zb;Sc5,wSc,6,3,0.761848936170213"
"Hop;Zb;Wa;Sp;Pk;Zb;Sc8,wSc,6,1,0.873992845257904"
"Hop;Zb;Wa;Sp;Pk;Zb;Sc8,wSc,6,2,0.875891489361702"
"Hop;Zb;Wa;Sp;Pk;Zb;Sc8,wSc,6,3,0.921125531914894"
Sc5,wSc,0,1,0.942212479201331
Sc5,wSc,0,2,0.902827659574468
Sc5,wSc,0,3,0.880827659574468
Sc8,wSc,0,1,0.922620133111481
Sc8,wSc,0,2,0.92933829787234
Sc8,wSc,0,3,0.948274468085106
"Lt;Sp;Ku,woSc,3,1,0.90623078202995"
"Lt;Sp;Ku,woSc,3,2,0.946572340425532"
"Lt;Sp;Ku,woSc,3,3,0.908785106382979"
"Lt;Sp;Ku;Ap;,woSc,4,1,0.8235768718802"
"Lt;Sp;Ku;Ap;,woSc,4,2,0.888955319148936"
"Lt;Sp;Ku;Ap;,woSc,4,3,0.901763829787234"
"Lt;Sp;Ku;Ap;Sc5,wSc,4,1,0.831877"
"Lt;Sp;Ku;Ap;Sc5,wSc,4,2,0.838274468085106"
"Lt;Sp;Ku;Ap;Sc5,wSc,4,3,0.825508510638298"
"Lt;Sp;Ku;Ap;Sc8,wSc,4,1,0.923743261231281"
"Lt;Sp;Ku;Ap;Sc8,wSc,4,2,0.934189361702128"
"Lt;Sp;Ku;Ap;Sc8,wSc,4,3,0.951253191489362"
"Lt;Sp;Ku;Hop;,woSc,4,1,0.783809816971714"
"Lt;Sp;Ku;Hop;,woSc,4,2,0.800870212765957"
"Lt;Sp;Ku;Hop;,woSc,4,3,0.764402127659574"
"Lt;Sp;Ku;Hop;Sc5,wSc,4,1,0.949034442595674"
"Lt;Sp;Ku;Hop;Sc5,wSc,4,2,0.898444680851064"
"Lt;Sp;Ku;Hop;Sc5,wSc,4,3,0.88006170212766"
"Lt;Sp;Ku;Hop;Sc8,wSc,4,1,0.92366006655574"
"Lt;Sp;Ku;Hop;Sc8,wSc,4,2,0.933636170212766"
"Lt;Sp;Ku;Hop;Sc8,wSc,4,3,0.952614893617021"
"Lt;Sp;Ku;Ku;,woSc,4,1,0.644042762063228"
"Lt;Sp;Ku;Ku;,woSc,4,2,0.696572340425532"
"Lt;Sp;Ku;Ku;,woSc,4,3,0.741040425531915"
"Lt;Sp;Ku;Ku;Sc5,wSc,4,1,0.887428785357737"
"Lt;Sp;Ku;Ku;Sc5,wSc,4,2,0.834189361702128"
"Lt;Sp;Ku;Ku;Sc5,wSc,4,3,0.828402127659574"
"Lt;Sp;Ku;Ku;Sc8,wSc,4,1,0.92033227953411"
"Lt;Sp;Ku;Ku;Sc8,wSc,4,2,0.923465957446809"
"Lt;Sp;Ku;Ku;Sc8,wSc,4,3,0.947210638297872"
"Lt;Sp;Ku;Lt;,woSc,4,1,0.778526"
"Lt;Sp;Ku;Lt;,woSc,4,2,0.840146808510638"
"Lt;Sp;Ku;Lt;,woSc,4,3,0.718657446808511"
"Lt;Sp;Ku;Lt;Sc5,wSc,4,1,0.945748252911814"
"Lt;Sp;Ku;Lt;Sc5,wSc,4,2,0.898785106382979"
"Lt;Sp;Ku;Lt;Sc5,wSc,4,3,0.865295744680851"
"Lt;Sp;Ku;Lt;Sc8,wSc,4,1,0.922287354409318"
"Lt;Sp;Ku;Lt;Sc8,wSc,4,2,0.933508510638298"
"Lt;Sp;Ku;Lt;Sc8,wSc,4,3,0.953040425531915"
"Lt;Sp;Ku;Mp;,woSc,4,1,0.759558569051581"
"Lt;Sp;Ku;Mp;,woSc,4,2,0.824912765957447"
"Lt;Sp;Ku;Mp;,woSc,4,3,0.848912765957447"
"Lt;Sp;Ku;Mp;Sc5,wSc,4,1,0.926322296173045"
"Lt;Sp;Ku;Mp;Sc5,wSc,4,2,0.881423404255319"
"Lt;Sp;Ku;Mp;Sc5,wSc,4,3,0.863465957446809"
"Lt;Sp;Ku;Mp;Sc8,wSc,4,1,0.924575207986689"
"Lt;Sp;Ku;Mp;Sc8,wSc,4,2,0.941891489361702"
"Lt;Sp;Ku;Mp;Sc8,wSc,4,3,0.955125531914894"
"Lt;Sp;Ku;Pk;,woSc,4,1,0.937262396006656"
"Lt;Sp;Ku;Pk;,woSc,4,2,0.941678723404255"
"Lt;Sp;Ku;Pk;,woSc,4,3,0.932189361702128"
"Lt;Sp;Ku;Pk;Sc5,wSc,4,1,0.933851414309484"
"Lt;Sp;Ku;Pk;Sc5,wSc,4,2,0.891295744680851"
"Lt;Sp;Ku;Pk;Sc5,wSc,4,3,0.865210638297872"
"Lt;Sp;Ku;Pk;Sc8,wSc,4,1,0.926779866888519"
"Lt;Sp;Ku;Pk;Sc8,wSc,4,2,0.942572340425532"
"Lt;Sp;Ku;Pk;Sc8,wSc,4,3,0.938955319148936"
"Lt;Sp;Ku;Sc5,wSc,3,1,0.956771547420965"
"Lt;Sp;Ku;Sc5,wSc,3,2,0.908104255319149"
"Lt;Sp;Ku;Sc5,wSc,3,3,0.882359574468085"
"Lt;Sp;Ku;Sc8,wSc,3,1,0.927237437603993"
"Lt;Sp;Ku;Sc8,wSc,3,2,0.94806170212766"
"Lt;Sp;Ku;Sc8,wSc,3,3,0.954657446808511"
"Lt;Sp;Ku;Sp;,woSc,4,1,0.91380149750416"
"Lt;Sp;Ku;Sp;,woSc,4,2,0.921678723404255"
"Lt;Sp;Ku;Sp;,woSc,4,3,0.913295744680851"
"Lt;Sp;Ku;Sp;Sc5,wSc,4,1,0.926072712146423"
"Lt;Sp;Ku;Sp;Sc5,wSc,4,2,0.868529787234043"
"Lt;Sp;Ku;Sp;Sc5,wSc,4,3,0.859976595744681"
"Lt;Sp;Ku;Sp;Sc8,wSc,4,1,0.923452079866888"
"Lt;Sp;Ku;Sp;Sc8,wSc,4,2,0.931763829787234"
"Lt;Sp;Ku;Sp;Sc8,wSc,4,3,0.954614893617021"
"Lt;Sp;Ku;Td;,woSc,4,1,0.937179201331115"
"Lt;Sp;Ku;Td;,woSc,4,2,0.942402127659575"
"Lt;Sp;Ku;Td;,woSc,4,3,0.956572340425532"
"Lt;Sp;Ku;Td;Sc5,wSc,4,1,0.924991181364393"
"Lt;Sp;Ku;Td;Sc5,wSc,4,2,0.885976595744681"
"Lt;Sp;Ku;Td;Sc5,wSc,4,3,0.852572340425532"
"Lt;Sp;Ku;Td;Sc8,wSc,4,1,0.926031114808652"
"Lt;Sp;Ku;Td;Sc8,wSc,4,2,0.937934042553191"
"Lt;Sp;Ku;Td;Sc8,wSc,4,3,0.945891489361702"
"Lt;Sp;Ku;Wa;,woSc,4,1,0.933685024958403"
"Lt;Sp;Ku;Wa;,woSc,4,2,0.935551063829787"
"Lt;Sp;Ku;Wa;,woSc,4,3,0.955891489361702"
"Lt;Sp;Ku;Wa;Sc5,wSc,4,1,0.951322296173045"
"Lt;Sp;Ku;Wa;Sc5,wSc,4,2,0.904827659574468"
"Lt;Sp;Ku;Wa;Sc5,wSc,4,3,0.880402127659574"
"Lt;Sp;Ku;Wa;Sc8,wSc,4,1,0.922120965058236"
"Lt;Sp;Ku;Wa;Sc8,wSc,4,2,0.936146808510638"
"Lt;Sp;Ku;Wa;Sc8,wSc,4,3,0.954614893617021"
"Lt;Sp;Ku;Zb;,woSc,4,1,0.929608485856905"
"Lt;Sp;Ku;Zb;,woSc,4,2,0.913508510638298"
"Lt;Sp;Ku;Zb;,woSc,4,3,0.921253191489362"
"Lt;Sp;Ku;Zb;Sc5,wSc,4,1,0.949783194675541"
"Lt;Sp;Ku;Zb;Sc5,wSc,4,2,0.902487234042553"
"Lt;Sp;Ku;Zb;Sc5,wSc,4,3,0.882274468085106"
"Lt;Sp;Ku;Zb;Sc8,wSc,4,1,0.924200831946755"
"Lt;Sp;Ku;Zb;Sc8,wSc,4,2,0.934231914893617"
"Lt;Sp;Ku;Zb;Sc8,wSc,4,3,0.952572340425532"
Sc5,wSc,0,1,0.955690016638935
Sc5,wSc,0,2,0.910317021276596
Sc5,wSc,0,3,0.886317021276596
Sc8,wSc,0,1,0.92798618968386
Sc8,wSc,0,2,0.944444680851064
Sc8,wSc,0,3,0.954997872340426
Sc5,wSc,0,2,0.960439750445633
Sc5,wSc,0,3,0.959325668449198
Sc8,wSc,0,1,0.961264059900166
Sc8,wSc,0,2,0.959949554367201
Sc8,wSc,0,3,0.95928110516934
"Wa;Sp;Ap;Td;,woSc,4,1,0.685515307820299"
"Wa;Sp;Ap;Td;,woSc,4,2,0.682275757575758"
"Wa;Sp;Ap;Td;,woSc,4,3,0.727462923351159"
"Wa;Sp;Ap;Td;Ap;,woSc,5,1,0.658185856905158"
"Wa;Sp;Ap;Td;Ap;,woSc,5,2,0.685439750445633"
"Wa;Sp;Ap;Td;Ap;,woSc,5,3,0.689806951871658"
"Wa;Sp;Ap;Td;Ap;Sc5,wSc,5,1,0.96059850249584"
"Wa;Sp;Ap;Td;Ap;Sc5,wSc,5,2,0.94524367201426"
"Wa;Sp;Ap;Td;Ap;Sc5,wSc,5,3,0.951036898395722"
"Wa;Sp;Ap;Td;Ap;Sc8,wSc,5,1,0.950531946755408"
"Wa;Sp;Ap;Td;Ap;Sc8,wSc,5,2,0.950947771836007"
"Wa;Sp;Ap;Td;Ap;Sc8,wSc,5,3,0.952329233511586"
"Wa;Sp;Ap;Td;Hop;,woSc,5,1,0.73884309484193"
"Wa;Sp;Ap;Td;Hop;,woSc,5,2,0.70379982174688"
"Wa;Sp;Ap;Td;Hop;,woSc,5,3,0.754200891265597"
"Wa;Sp;Ap;Td;Hop;Sc5,wSc,5,1,0.880690016638935"
"Wa;Sp;Ap;Td;Hop;Sc5,wSc,5,2,0.83789073083779"
"Wa;Sp;Ap;Td;Hop;Sc5,wSc,5,3,0.891723172905526"
"Wa;Sp;Ap;Td;Hop;Sc8,wSc,5,1,0.903069384359401"
"Wa;Sp;Ap;Td;Hop;Sc8,wSc,5,2,0.885306060606061"
"Wa;Sp;Ap;Td;Hop;Sc8,wSc,5,3,0.914584135472371"
"Wa;Sp;Ap;Td;Ku;,woSc,5,1,0.70298618968386"
"Wa;Sp;Ap;Td;Ku;,woSc,5,2,0.710216934046346"
"Wa;Sp;Ap;Td;Ku;,woSc,5,3,0.730805169340463"
"Wa;Sp;Ap;Td;Ku;Sc5,wSc,5,1,0.915132612312812"
"Wa;Sp;Ap;Td;Ku;Sc5,wSc,5,2,0.888425490196078"
"Wa;Sp;Ap;Td;Ku;Sc5,wSc,5,3,0.914495008912656"
"Wa;Sp;Ap;Td;Ku;Sc8,wSc,5,1,0.919084359400998"
"Wa;Sp;Ap;Td;Ku;Sc8,wSc,5,2,0.915519964349376"
"Wa;Sp;Ap;Td;Ku;Sc8,wSc,5,3,0.936152762923351"
"Wa;Sp;Ap;Td;Lt;,woSc,5,1,0.962303993344426"
"Wa;Sp;Ap;Td;Lt;,woSc,5,2,0.958746345811052"
"Wa;Sp;Ap;Td;Lt;,woSc,5,3,0.958612655971479"
"Wa;Sp;Ap;Td;Lt;Sc5,wSc,5,1,0.961056073211314"
"Wa;Sp;Ap;Td;Lt;Sc5,wSc,5,2,0.960127807486631"
"Wa;Sp;Ap;Td;Lt;Sc5,wSc,5,3,0.959949554367201"
"Wa;Sp;Ap;Td;Lt;Sc8,wSc,5,1,0.960016139767055"
"Wa;Sp;Ap;Td;Lt;Sc8,wSc,5,2,0.960083244206773"
"Wa;Sp;Ap;Td;Lt;Sc8,wSc,5,3,0.959815864527629"
"Wa;Sp;Ap;Td;Mp;,woSc,5,1,0.573535274542429"
"Wa;Sp;Ap;Td;Mp;,woSc,5,2,0.622382709447415"
"Wa;Sp;Ap;Td;Mp;,woSc,5,3,0.629691087344029"
"Wa;Sp;Ap;Td;Mp;Sc5,wSc,5,1,0.882853078202995"
"Wa;Sp;Ap;Td;Mp;Sc5,wSc,5,2,0.853755258467023"
"Wa;Sp;Ap;Td;Mp;Sc5,wSc,5,3,0.876215151515152"
"Wa;Sp;Ap;Td;Mp;Sc8,wSc,5,1,0.8735768718802"
"Wa;Sp;Ap;Td;Mp;Sc8,wSc,5,2,0.892525311942959"
"Wa;Sp;Ap;Td;Mp;Sc8,wSc,5,3,0.908523529411765"
"Wa;Sp;Ap;Td;Pk;,woSc,5,1,0.592378868552413"
"Wa;Sp;Ap;Td;Pk;,woSc,5,2,0.613692869875223"
"Wa;Sp;Ap;Td;Pk;,woSc,5,3,0.635707130124777"
"Wa;Sp;Ap;Td;Pk;Sc5,wSc,5,1,0.887220798668885"
"Wa;Sp;Ap;Td;Pk;Sc5,wSc,5,2,0.841723172905526"
"Wa;Sp;Ap;Td;Pk;Sc5,wSc,5,3,0.874610873440285"
"Wa;Sp;Ap;Td;Pk;Sc8,wSc,5,1,0.834641763727122"
"Wa;Sp;Ap;Td;Pk;Sc8,wSc,5,2,0.866945989304813"
"Wa;Sp;Ap;Td;Pk;Sc8,wSc,5,3,0.874165240641711"
"Wa;Sp;Ap;Td;Sc5,wSc,4,1,0.962012811980033"
"Wa;Sp;Ap;Td;Sc5,wSc,4,2,0.959994117647059"
"Wa;Sp;Ap;Td;Sc5,wSc,4,3,0.959191978609626"
"Wa;Sp;Ap;Td;Sc8,wSc,4,1,0.962054409317804"
"Wa;Sp;Ap;Td;Sc8,wSc,4,2,0.959904991087344"
"Wa;Sp;Ap;Td;Sc8,wSc,4,3,0.95928110516934"
"Wa;Sp;Ap;Td;Sp;,woSc,5,1,0.784392179700499"
"Wa;Sp;Ap;Td;Sp;,woSc,5,2,0.767748128342246"
"Wa;Sp;Ap;Td;Sp;,woSc,5,3,0.779067201426025"
"Wa;Sp;Ap;Td;Sp;Sc5,wSc,5,1,0.961513643926789"
"Wa;Sp;Ap;Td;Sp;Sc5,wSc,5,2,0.950101069518717"
"Wa;Sp;Ap;Td;Sp;Sc5,wSc,5,3,0.958924598930481"
"Wa;Sp;Ap;Td;Sp;Sc8,wSc,5,1,0.961472046589018"
"Wa;Sp;Ap;Td;Sp;Sc8,wSc,5,2,0.959058288770054"
"Wa;Sp;Ap;Td;Sp;Sc8,wSc,5,3,0.958790909090909"
"Wa;Sp;Ap;Td;Td;,woSc,5,1,0.666130948419301"
"Wa;Sp;Ap;Td;Td;,woSc,5,2,0.749477183600713"
"Wa;Sp;Ap;Td;Td;,woSc,5,3,0.720109982174688"
"Wa;Sp;Ap;Td;Td;Sc5,wSc,5,1,0.941838103161398"
"Wa;Sp;Ap;Td;Td;Sc5,wSc,5,2,0.91186577540107"
"Wa;Sp;Ap;Td;Td;Sc5,wSc,5,3,0.914851515151515"
"Wa;Sp;Ap;Td;Td;Sc8,wSc,5,1,0.904774875207987"
"Wa;Sp;Ap;Td;Td;Sc8,wSc,5,2,0.922560962566845"
"Wa;Sp;Ap;Td;Td;Sc8,wSc,5,3,0.927418360071301"
"Wa;Sp;Ap;Td;Wa;,woSc,5,1,0.629774875207987"
"Wa;Sp;Ap;Td;Wa;,woSc,5,2,0.608211586452763"
"Wa;Sp;Ap;Td;Wa;,woSc,5,3,0.667614438502674"
"Wa;Sp;Ap;Td;Wa;Sc5,wSc,5,1,0.886264059900166"
"Wa;Sp;Ap;Td;Wa;Sc5,wSc,5,2,0.884325668449198"
"Wa;Sp;Ap;Td;Wa;Sc5,wSc,5,3,0.890163458110517"
"Wa;Sp;Ap;Td;Wa;Sc8,wSc,5,1,0.923909650582363"
"Wa;Sp;Ap;Td;Wa;Sc8,wSc,5,2,0.913024420677362"
"Wa;Sp;Ap;Td;Wa;Sc8,wSc,5,3,0.926348841354724"
"Wa;Sp;Ap;Td;Zb;,woSc,5,1,0.746164226289517"
"Wa;Sp;Ap;Td;Zb;,woSc,5,2,0.760929946524064"
"Wa;Sp;Ap;Td;Zb;,woSc,5,3,0.750323885918004"
"Wa;Sp;Ap;Td;Zb;Sc5,wSc,5,1,0.960848086522463"
"Wa;Sp;Ap;Td;Zb;Sc5,wSc,5,2,0.958478966131907"
"Wa;Sp;Ap;Td;Zb;Sc5,wSc,5,3,0.959414795008913"
"Wa;Sp;Ap;Td;Zb;Sc8,wSc,5,1,0.961513643926789"
"Wa;Sp;Ap;Td;Zb;Sc8,wSc,5,2,0.959548484848485"
"Wa;Sp;Ap;Td;Zb;Sc8,wSc,5,3,0.95945935828877"
"Hop;Zb;Ap;Mp;,woSc,4,1,0.334142595673877"
"Hop;Zb;Ap;Mp;,woSc,4,2,0.35090320855615"
"Hop;Zb;Ap;Mp;,woSc,4,3,0.349388057040998"
"Hop;Zb;Ap;Mp;Ap;,woSc,5,1,0.367794841930116"
"Hop;Zb;Ap;Mp;Ap;,woSc,5,2,0.389316755793226"
"Hop;Zb;Ap;Mp;Ap;,woSc,5,3,0.358300713012478"
"Hop;Zb;Ap;Mp;Ap;Sc5,wSc,5,1,0.720082695507487"
"Hop;Zb;Ap;Mp;Ap;Sc5,wSc,5,2,0.735127807486631"
"Hop;Zb;Ap;Mp;Ap;Sc5,wSc,5,3,0.764272192513369"
"Hop;Zb;Ap;Mp;Ap;Sc8,wSc,5,1,0.822578535773711"
"Hop;Zb;Ap;Mp;Ap;Sc8,wSc,5,2,0.853532442067736"
"Hop;Zb;Ap;Mp;Ap;Sc8,wSc,5,3,0.853175935828877"
"Hop;Zb;Ap;Mp;Hop;,woSc,5,1,0.318252412645591"
"Hop;Zb;Ap;Mp;Hop;,woSc,5,2,0.300858645276292"
"Hop;Zb;Ap;Mp;Hop;,woSc,5,3,0.328666131907308"
"Hop;Zb;Ap;Mp;Hop;Sc5,wSc,5,1,0.59425074875208"
"Hop;Zb;Ap;Mp;Hop;Sc5,wSc,5,2,0.619931729055259"
"Hop;Zb;Ap;Mp;Hop;Sc5,wSc,5,3,0.63891568627451"
"Hop;Zb;Ap;Mp;Hop;Sc8,wSc,5,1,0.697661730449251"
"Hop;Zb;Ap;Mp;Hop;Sc8,wSc,5,2,0.689896078431372"
"Hop;Zb;Ap;Mp;Hop;Sc8,wSc,5,3,0.722694652406417"
"Hop;Zb;Ap;Mp;Ku;,woSc,5,1,0.470623460898502"
"Hop;Zb;Ap;Mp;Ku;,woSc,5,2,0.414272192513369"
"Hop;Zb;Ap;Mp;Ku;,woSc,5,3,0.424610873440285"
"Hop;Zb;Ap;Mp;Ku;Sc5,wSc,5,1,0.735848086522462"
"Hop;Zb;Ap;Mp;Ku;Sc5,wSc,5,2,0.735083244206774"
"Hop;Zb;Ap;Mp;Ku;Sc5,wSc,5,3,0.771402317290553"
"Hop;Zb;Ap;Mp;Ku;Sc8,wSc,5,1,0.832894675540765"
"Hop;Zb;Ap;Mp;Ku;Sc8,wSc,5,2,0.832454010695187"
"Hop;Zb;Ap;Mp;Ku;Sc8,wSc,5,3,0.837623351158645"
"Hop;Zb;Ap;Mp;Lt;,woSc,5,1,0.64420915141431"
"Hop;Zb;Ap;Mp;Lt;,woSc,5,2,0.634414795008913"
"Hop;Zb;Ap;Mp;Lt;,woSc,5,3,0.669619786096257"
"Hop;Zb;Ap;Mp;Lt;Sc5,wSc,5,1,0.782977870216306"
"Hop;Zb;Ap;Mp;Lt;Sc5,wSc,5,2,0.821090374331551"
"Hop;Zb;Ap;Mp;Lt;Sc5,wSc,5,3,0.820689304812834"
"Hop;Zb;Ap;Mp;Lt;Sc8,wSc,5,1,0.815548585690516"
"Hop;Zb;Ap;Mp;Lt;Sc8,wSc,5,2,0.867525311942959"
"Hop;Zb;Ap;Mp;Lt;Sc8,wSc,5,3,0.898585918003565"
"Hop;Zb;Ap;Mp;Mp;,woSc,5,1,0.409267387687188"
"Hop;Zb;Ap;Mp;Mp;,woSc,5,2,0.365876470588235"
"Hop;Zb;Ap;Mp;Mp;,woSc,5,3,0.353042245989305"
"Hop;Zb;Ap;Mp;Mp;Sc5,wSc,5,1,0.785473710482529"
"Hop;Zb;Ap;Mp;Mp;Sc5,wSc,5,2,0.762222281639929"
"Hop;Zb;Ap;Mp;Mp;Sc5,wSc,5,3,0.750769518716578"
"Hop;Zb;Ap;Mp;Mp;Sc8,wSc,5,1,0.810348918469218"
"Hop;Zb;Ap;Mp;Mp;Sc8,wSc,5,2,0.842659001782531"
"Hop;Zb;Ap;Mp;Mp;Sc8,wSc,5,3,0.851972727272727"
"Hop;Zb;Ap;Mp;Pk;,woSc,5,1,0.332062728785358"
"Hop;Zb;Ap;Mp;Pk;,woSc,5,2,0.327150980392157"
"Hop;Zb;Ap;Mp;Pk;,woSc,5,3,0.335618003565062"
"Hop;Zb;Ap;Mp;Pk;Sc5,wSc,5,1,0.722245757071547"
"Hop;Zb;Ap;Mp;Pk;Sc5,wSc,5,2,0.710038680926916"
"Hop;Zb;Ap;Mp;Pk;Sc5,wSc,5,3,0.731429055258467"
"Hop;Zb;Ap;Mp;Pk;Sc8,wSc,5,1,0.720665058236273"
"Hop;Zb;Ap;Mp;Pk;Sc8,wSc,5,2,0.75620623885918"
"Hop;Zb;Ap;Mp;Pk;Sc8,wSc,5,3,0.777507486631016"
"Hop;Zb;Ap;Mp;Sc5,wSc,4,1,0.862678369384359"
"Hop;Zb;Ap;Mp;Sc5,wSc,4,2,0.830047593582888"
"Hop;Zb;Ap;Mp;Sc5,wSc,4,3,0.844619786096257"
"Hop;Zb;Ap;Mp;Sc8,wSc,4,1,0.893917970049917"
"Hop;Zb;Ap;Mp;Sc8,wSc,4,2,0.900769518716578"
"Hop;Zb;Ap;Mp;Sc8,wSc,4,3,0.903577005347594"
"Hop;Zb;Ap;Mp;Sp;,woSc,5,1,0.62145540765391"
"Hop;Zb;Ap;Mp;Sp;,woSc,5,2,0.545555614973262"
"Hop;Zb;Ap;Mp;Sp;,woSc,5,3,0.587177718360071"
"Hop;Zb;Ap;Mp;Sp;Sc5,wSc,5,1,0.86496622296173"
"Hop;Zb;Ap;Mp;Sp;Sc5,wSc,5,2,0.840297147950089"
"Hop;Zb;Ap;Mp;Sp;Sc5,wSc,5,3,0.849254367201426"
"Hop;Zb;Ap;Mp;Sp;Sc8,wSc,5,1,0.898244093178037"
"Hop;Zb;Ap;Mp;Sp;Sc8,wSc,5,2,0.882587700534759"
"Hop;Zb;Ap;Mp;Sp;Sc8,wSc,5,3,0.918862210338681"
"Hop;Zb;Ap;Mp;Td;,woSc,5,1,0.530773211314476"
"Hop;Zb;Ap;Mp;Td;,woSc,5,2,0.538470053475936"
"Hop;Zb;Ap;Mp;Td;,woSc,5,3,0.540341711229946"
"Hop;Zb;Ap;Mp;Td;Sc5,wSc,5,1,0.811139267886855"
"Hop;Zb;Ap;Mp;Td;Sc5,wSc,5,2,0.742257932263815"
"Hop;Zb;Ap;Mp;Td;Sc5,wSc,5,3,0.785573440285205"
"Hop;Zb;Ap;Mp;Td;Sc8,wSc,5,1,0.838926289517471"
"Hop;Zb;Ap;Mp;Td;Sc8,wSc,5,2,0.839049376114082"
"Hop;Zb;Ap;Mp;Td;Sc8,wSc,5,3,0.857320320855615"
"Hop;Zb;Ap;Mp;Wa;,woSc,5,1,0.383310648918469"
"Hop;Zb;Ap;Mp;Wa;,woSc,5,2,0.298541354723708"
"Hop;Zb;Ap;Mp;Wa;,woSc,5,3,0.350234759358289"
"Hop;Zb;Ap;Mp;Wa;Sc5,wSc,5,1,0.711264059900166"
"Hop;Zb;Ap;Mp;Wa;Sc5,wSc,5,2,0.761063636363636"
"Hop;Zb;Ap;Mp;Wa;Sc5,wSc,5,3,0.751972727272727"
"Hop;Zb;Ap;Mp;Wa;Sc8,wSc,5,1,0.819708319467554"
"Hop;Zb;Ap;Mp;Wa;Sc8,wSc,5,2,0.816277540106952"
"Hop;Zb;Ap;Mp;Wa;Sc8,wSc,5,3,0.833389839572193"
"Hop;Zb;Ap;Mp;Zb;,woSc,5,1,0.399325623960067"
"Hop;Zb;Ap;Mp;Zb;,woSc,5,2,0.345466488413547"
"Hop;Zb;Ap;Mp;Zb;,woSc,5,3,0.374833689839572"
"Hop;Zb;Ap;Mp;Zb;Sc5,wSc,5,1,0.809641763727121"
"Hop;Zb;Ap;Mp;Zb;Sc5,wSc,5,2,0.822739215686274"
"Hop;Zb;Ap;Mp;Zb;Sc5,wSc,5,3,0.827240106951872"
"Hop;Zb;Ap;Mp;Zb;Sc8,wSc,5,1,0.862303993344426"
"Hop;Zb;Ap;Mp;Zb;Sc8,wSc,5,2,0.886732085561497"
"Hop;Zb;Ap;Mp;Zb;Sc8,wSc,5,3,0.90500303030303"
Sc5,wSc,0,2,0.958478966131907
Sc5,wSc,0,3,0.960083244206773
Sc8,wSc,0,1,0.963052745424293
Sc8,wSc,0,2,0.960083244206773
Sc8,wSc,0,3,0.960038680926916
"Lt;Ku;Mp;Td;Pk;,woSc,5,1,0.765340599001664"
